station_european_code	station_local_code	country_iso_code	country_name	station_name	station_start_date	station_end_date	type_of_station	station_ozone_classification	station_type_of_area	station_subcat_rural_back	street_type	station_longitude_deg	station_latitude_deg	station_altitude	station_city	lau_level1_code	lau_level2_code	lau_level2_name	EMEP_station
DESH003	DESH003	DE	Germany	Geesthacht	1980-10-02	1995-06-14	Background	suburban	suburban	unknown		10.332116	53.435738	5			1053032	Geesthacht, Stadt	no
DENW208	DENW208	DE	Germany	Gelsenkirchen Kurt-Schumacher-Straße	2007-01-11		Traffic		urban	unknown		7.084598	51.527885	40			5513000	Gelsenkirchen, Stadt	no
DENW235	DENW235	DE	Germany	Gelsenkirchen Kurt-Schumacher-Straße 114	2007-11-22	2011-01-07	Traffic		urban	unknown		7.084753	51.528080	34			5513000	Gelsenkirchen, Stadt	no
DENW022	DENW022	DE	Germany	Gelsenkirchen-Bismarck	1981-08-01		Background		suburban	unknown		7.101786	51.533646	40	GELSENKIRCHEN		5513000	Gelsenkirchen, Stadt	no
DENW318	DENW318	DE	Germany	Gelsenkirchen-Hassel (Kleingartenanlage)	2011-09-13	2012-12-31	Industrial	urban	urban	unknown		7.038989	51.610103	55					no
DENW317	DENW317	DE	Germany	Gelsenkirchen-Hassel (Wasserburg Lüttinghof)	2011-09-13	2012-12-31	Industrial	urban	urban	unknown		7.037169	51.618831	52					no
DENW327	DENW327	DE	Germany	Gelsenkirchen-Horst Am Weidwall	2012-03-26	2013-04-25	Industrial	urban	urban	unknown		7.039911	51.536729	28					no
DENW328	DENW328	DE	Germany	Gelsenkirchen-Horst Hackhorststraße	2012-03-26	2013-04-25	Traffic	urban	urban	unknown		7.060988	51.526098	28					no
DENW324	DENW324	DE	Germany	Gelsenkirchen-Horst Kurt Schumacher Straße	2012-03-26	2013-04-25	Industrial	urban	urban	unknown		7.074327	51.534778	38					no
DENW325	DENW325	DE	Germany	Gelsenkirchen-Horst Schäferstraße	2012-03-26	2013-04-25	Industrial	urban	urban	unknown		7.061825	51.543977	32					no
DENW326	DENW326	DE	Germany	Gelsenkirchen-Horst Sutumerfeldstraße	2012-03-26	2013-04-25	Traffic	urban	urban	unknown		7.045954	51.547785	28					no
DENW320	DENW320	DE	Germany	Gelsenkirchen-Scholven Feldhauser Straße	2011-09-13	2012-12-31	Industrial	urban	urban	unknown		7.021800	51.592472	76					no
DENW321	DENW321	DE	Germany	Gelsenkirchen-Scholven Fünfhäuserweg	2011-09-13	2012-12-31	Industrial	urban	urban	unknown		7.017892	51.614828	58					no
DENW319	DENW319	DE	Germany	Gelsenkirchen-Scholven Pawiker Straße	2011-09-13	2012-12-31	Industrial	urban	urban	unknown		7.041881	51.600122	59					no
DEST032	DEST032	DE	Germany	Genthin	1993-01-11	1999-12-31	Background	urban	urban	unknown		12.157347	52.407719	40	GENTHIN		15086040	Genthin, Stadt	no
DETH002	DETH002	DE	Germany	Gera Berliner Str.	1994-04-01	2003-01-27	Traffic		urban	unknown	Wide street: L/H > 1.5	12.079189	50.894035	200	GERA		16052000	Gera, Stadt	no
DETH049	DETH049	DE	Germany	Gera Fr.-Engels-Str.	1987-01-01	1992-12-18	Background		urban	unknown		12.083491	50.883533	205	GERA		16052000	Gera, Stadt	no
DETH009	DETH009	DE	Germany	Gera Friedericistr.	1991-04-01		Background	urban	urban	unknown	Wide street: L/H > 1.5	12.074711	50.877316	190	GERA		16052000	Gera, Stadt	no
DETH001	DETH001	DE	Germany	Gera K.-Liebknecht-Str.	1990-11-30	1992-10-23	Background		urban	unknown		12.098122	50.880100	235	GERA		16052000	Gera, Stadt	no
DETH097	DETH097	DE	Germany	Gera Str.des Friedens	2010-01-01		Traffic	urban	urban	unknown		12.071202	50.870354	190			16052000	Gera, Stadt	no
DETH089	DETH089	DE	Germany	Gera Theaterstr.	2008-01-10	2009-01-05	Traffic		urban	unknown		12.074494	50.884914	190			16052000	Gera, Stadt	no
DETH098	DETH098	DE	Germany	Gera Theaterstr. PS	2010-01-01		Traffic	urban	urban	unknown		12.074947	50.883865	190			16052000	Gera, Stadt	no
DENW046	DENW046	DE	Germany	Gerresheim	1983-09-01	1996-12-31	Background		suburban	unknown	Unknown	6.855589	51.232861	60	DÜSSELDORF		5111000	Düsseldorf, Stadt	no
DENW225	DENW225	DE	Germany	Gevelsberg Hagener Straße	2008-01-08	2009-01-07	Traffic		urban	unknown		7.344286	51.320633	159			5954012	Gevelsberg, Stadt	no
DENW280	DENW280	DE	Germany	Gevelsberg Hagener Straße 12	2008-12-29		Traffic	urban	urban	unknown		7.344081	51.320469	161			5954012	Gevelsberg, Stadt	no
DEHE010	DEHE010	DE	Germany	Gießen	1981-01-01	2004-02-02	Background	urban	urban	unknown		8.670028	50.587589	159	GIEßEN		6531005	Gießen, Universitätsstadt	no
DEHE061	DEHE061	DE	Germany	Gießen-Westanlage	2005-12-12		Traffic		urban	unknown		8.668578	50.584110	162			6531005	Gießen, Universitätsstadt	no
DEUB016	DEUB016	DE	Germany	Gittrup	1987-09-01	2004-12-13	Traffic	rural	rural	unknown		7.672208	52.042515	43	GITTRUP				no
DENW020	DENW020	DE	Germany	Gladbeck	1986-10-01	1996-12-31	Background		suburban	unknown		7.006392	51.581318	80	GLADBECK		5562014	Gladbeck, Stadt	no
DENW299	DENW299	DE	Germany	Gladbeck Grabenstraße 42	2010-12-03		Traffic	rural	rural	unknown		6.997653	51.569885	60			5562014	Gladbeck, Stadt	no
DENW278	DENW278	DE	Germany	Gladbeck Grabenstraße 46	2008-12-18	2011-01-04	Traffic	urban	urban	unknown		6.997784	51.569702	59			5562014	Gladbeck, Stadt	no
DESN019	DESN019	DE	Germany	Glauchau	1994-09-01		Background	urban	urban	unknown	Wide street: L/H > 1.5	12.542056	50.826000	233	GLAUCHAU		14524080	Glauchau, Stadt	no
DESN069	DESN069	DE	Germany	Glauchau Leipziger Platz	1988-05-01	1994-12-31	Traffic		urban	unknown		12.541656	50.824409	280	GLAUCHAU		14524080	Glauchau, Stadt	no
DENW314	DENW314	DE	Germany	Glindfeld	2005-01-01	2009-12-31	Background	rural	rural	unknown		8.693892	51.214772	450					no
DESH017	DESH017	DE	Germany	Glücksburg	1996-04-23	2010-10-05	Background	rural	rural	regional		9.566456	54.835159	34	GLÜCKSBURG		1059113	Glücksburg (Ostsee), Stadt	no
DEST106	DEST106	DE	Germany	Goldene Aue (Roßla)	2011-02-14		Background	rural	rural	unknown		11.091267	51.456062	142			15087412	Südharz	no
DETH032	DETH032	DE	Germany	Gotha	1993-04-26	2004-02-04	Traffic	urban	urban	unknown		10.700864	50.950970	290			16067029	Gotha, Stadt	no
DETH050	DETH050	DE	Germany	Gotha Cranach-Str.	1991-11-03	1993-04-23	Background		urban	unknown		10.702903	50.947742	303	GOTHA		16067029	Gotha, Stadt	no
DETH077	DETH077	DE	Germany	Goßwitz Lindigweg3	2004-02-03	2005-02-03	Industrial		rural	unknown		11.478191	50.637482	417			16073111	Unterwellenborn	no
DETH080	DETH080	DE	Germany	Goßwitz Lindigweg38	2005-01-20	2006-05-08	Industrial	rural	rural	unknown		11.481375	50.637177	425					no
DEHE023	DEHE023	DE	Germany	Grebenau	1983-12-01	2011-04-21	Background	rural	rural	unknown		9.464639	50.759457	373	GREBENAU		6535006	Grebenau, Stadt	no
DETH006	DETH006	DE	Germany	Greiz Carolinenstr.	1990-11-30	1992-10-23	Background		urban	unknown	Wide street: L/H > 1.5	12.196764	50.650841	260	GREIZ	160765052		Greiz, Stadt	no
DETH036	DETH036	DE	Germany	Greiz Mollbergstr.	1992-10-22		Background	urban	urban	unknown		12.205200	50.655861	265		160765052		Greiz, Stadt	no
DENW308	DENW308	DE	Germany	Grevenbroich Josef-Lützkirchen-Straße	2011-12-29	2012-12-31	Industrial	urban	urban	unknown		6.573250	51.047028	57					no
DENW180	DENW180	DE	Germany	Grevenbroich-Gustorf	2005-11-29		Industrial	suburban	suburban	unknown		6.559478	51.063766	58			5162008	Grevenbroich, Stadt	no
DESN021	DESN021	DE	Germany	Grimma	1987-06-01	1996-04-30	Background		urban	unknown		12.719083	51.231731	150	GRIMMA				no
DENI155	DENI155	DE	Germany	Gristede	2009-11-01		Background	rural	rural	unknown		8.057790	53.212380	16					no
DESN022	DESN022	DE	Germany	Großenhain	1990-01-01	1994-06-30	Traffic		suburban	unknown		13.525578	51.287544	125	GROßENHAIN		14627060	Großenhain, Stadt	no
DETH040	DETH040	DE	Germany	Großer Eisenberg	1994-12-04		Background	rural background	rural	remote	Wide street: L/H > 1.5	10.787137	50.619179	907	EISENACH	160705008		Schmiedefeld am Rennsteig	no
DEBY025	DEBY025	DE	Germany	Großmehring/Kriegsstraße	1977-03-01	2002-08-20	Industrial		rural	unknown		11.524258	48.766415	370	INGOLSTADT		9176129	Großmehring	no
DEBB010	DEBB010	DE	Germany	Guben	1992-10-01	2000-04-10	Background		suburban	unknown	Wide street: L/H > 1.5	14.712247	51.948544	46	GUBEN		12071160	Guben, Stadt	no
DEMV017	DEMV017	DE	Germany	Göhlen	1998-02-01		Background	rural	rural	unknown		11.362965	53.302353	25	GÖHLEN	130545416		Göhlen	no
DEBW028	DEBW028	DE	Germany	Göppingen	1982-02-01	2004-01-31	Background	urban	urban	unknown		9.669400	48.699173	318	GÖPPINGEN	81175005		Göppingen, Stadt	no
DESN020	DESN020	DE	Germany	Görlitz	1986-10-01		Traffic	urban	urban	unknown	Wide street: L/H > 1.5	14.973958	51.155800	210	GÖRLITZ		14626110	Görlitz, Stadt	no
DESN088	DESN088	DE	Germany	Görlitz DWD	1988-10-01		Background		rural	near city		14.950809	51.162136	237		146265503		Schöpstal	no
DESN054	DESN054	DE	Germany	Görlitz-Süd	1994-01-01	1994-12-31	Background	suburban	suburban	unknown		14.979533	51.124504	189					no
DENI042	DENI042	DE	Germany	Göttingen	1987-09-10		Background	suburban	suburban	unknown		9.949761	51.551067	170	GOETTINGEN		3152012	Göttingen, Stadt	no
DENI147	DENI147	DE	Germany	Göttingen Groner Straße	2012-01-11		Traffic	urban	urban	unknown		9.931540	51.532185	152					no
DENI148	DENI148	DE	Germany	Göttingen Kurze-Geismar-Straße	2012-01-11		Traffic	urban	urban	unknown		9.937559	51.532095	157					no
DENI068	DENI068	DE	Germany	Göttingen-Verkehr	2005-12-01		Traffic		urban	unknown		9.928330	51.530197	150			3152012	Göttingen, Stadt	no
DEMV004	DEMV004	DE	Germany	Gülzow	1992-01-01		Background	rural	rural	unknown		12.064709	53.817772	17		130535313		Gülzow-Prüzen	no
DEMV019	DEMV019	DE	Germany	Güstrow	2004-01-01		Background	urban	urban	unknown		12.175511	53.781750	17			13053031	Güstrow, Stadt	no
DEHH007	DEHH007	DE	Germany	HH Bahrenfeld	1984-03-01	1999-04-20	Background		suburban	unknown	Wide street: L/H > 1.5	9.899899	53.561077	22	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH044	DEHH044	DE	Germany	HH Barnerstraße (Straße)	1997-01-27	1999-02-23	Traffic		urban	unknown		9.929297	53.556538	28	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH054	DEHH054	DE	Germany	HH Bergedorf	1999-06-01	2007-05-03	Background		urban	unknown		10.206631	53.497002	13	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH071	DEHH071	DE	Germany	HH Billwerder	2003-07-01	2005-03-02	Traffic		rural	unknown		10.121844	53.519081	1			2000000	Hamburg, Freie und Hansestadt	no
DEHH062	DEHH062	DE	Germany	HH Blankenese-Anleger	2001-04-05	2002-06-05	Traffic	suburban	suburban	unknown		9.805400	53.555866	2	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH030	DEHH030	DE	Germany	HH Blankenese-Elbhang	1997-04-02	1998-11-02	Background	suburban	suburban	unknown	Wide street: L/H > 1.5	9.792842	53.562328	20	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH069	DEHH069	DE	Germany	HH Braamkamp (Straße)	2002-01-03	2003-04-02	Traffic		urban	unknown		10.003452	53.600685	19			2000000	Hamburg, Freie und Hansestadt	no
DEHH043	DEHH043	DE	Germany	HH Bremer Straße (Straße)	1996-11-28	1997-12-02	Traffic		urban	unknown		9.979141	53.456898	14	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH001	DEHH001	DE	Germany	HH Eidelstedt	1984-03-01	1993-04-06	Background		urban	unknown		9.906763	53.599659	18	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH034	DEHH034	DE	Germany	HH Eppendorfer Baum (Straße)	1994-06-01	1995-06-09	Traffic		urban	unknown		9.982239	53.584415	6	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH031	DEHH031	DE	Germany	HH Fernsehturm	1993-07-01	1996-10-13	Background	urban	urban	unknown	Unknown	9.975861	53.563175	188	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH012	DEHH012	DE	Germany	HH Finkenwerder	1984-05-01	1991-09-30	Background		suburban	unknown		9.844816	53.523739	5	HAMBURG				no
DEHH046	DEHH046	DE	Germany	HH Flughafen Nordost	1997-05-21	1998-06-04	Traffic		rural	unknown		10.010089	53.641247	15	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH038	DEHH038	DE	Germany	HH Flughafen Südwest	1995-11-09	1997-04-04	Traffic		suburban	unknown		9.972136	53.624531	8	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH036	DEHH036	DE	Germany	HH Fuhlsbüttler Straße (Straße)	1995-07-01	1996-09-03	Traffic		urban	unknown		10.044106	53.594948	16	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH052	DEHH052	DE	Germany	HH Grindelallee (Straße)	1999-04-27	2000-06-05	Traffic		urban	unknown		9.979539	53.568897	12	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH024	DEHH024	DE	Germany	HH Grindelhof (Straße)	1991-06-01	1992-05-31	Traffic		urban	unknown	Canyon street: L/H < 1.5	9.981546	53.567619	11	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH065	DEHH065	DE	Germany	HH Gärtnerstaße (Straße)	2001-11-01	2003-12-01	Traffic		urban	unknown		9.968008	53.583572	14			2000000	Hamburg, Freie und Hansestadt	no
DEHH022	DEHH022	DE	Germany	HH Göhlbachtal	1985-01-01	1998-09-28	Background	suburban	suburban	unknown		9.963861	53.453655	16	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH055	DEHH055	DE	Germany	HH Harburg	1999-06-01	2004-03-29	Background		urban	unknown		9.967391	53.460064	20	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH006	DEHH006	DE	Germany	HH Hochkamp	1984-05-01	1997-04-01	Background	urban	urban	unknown	Wide street: L/H > 1.5	9.842533	53.560596	30	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH019	DEHH019	DE	Germany	HH Hohe Schaar	1984-07-01	1993-04-30	Industrial		urban	unknown		9.966264	53.493172	6	HAMBURG				no
DEHH058	DEHH058	DE	Germany	HH Holstenstraße (Straße)	1999-08-01	2001-09-03	Traffic		urban	unknown		9.948280	53.560474	21	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH010	DEHH010	DE	Germany	HH Horner Rennbahn	1984-09-01	1996-05-15	Background		urban	unknown		10.083975	53.559551	12	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH025	DEHH025	DE	Germany	HH Hudtwalckerstr (Straße)	1991-11-01	1992-10-31	Traffic		urban	unknown	Canyon street: L/H < 1.5	9.997278	53.594448	6	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH066	DEHH066	DE	Germany	HH Kaltehofe - Messort A	1993-04-01	2000-11-30	Industrial		rural	unknown		10.053205	53.523571	2			2000000	Hamburg, Freie und Hansestadt	no
DEHH067	DEHH067	DE	Germany	HH Kaltehofe - Messort D	2001-02-01	2006-12-31	Industrial		rural	unknown		10.055228	53.526039	2			2000000	Hamburg, Freie und Hansestadt	no
DEHH020	DEHH020	DE	Germany	HH Kirchdorf	1984-07-01	2000-04-03	Background		urban	unknown		10.020450	53.490921	1	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH039	DEHH039	DE	Germany	HH Krohnstieg (Straße)	1995-11-03	1996-11-18	Traffic		urban	unknown		9.976253	53.645706	16	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH053	DEHH053	DE	Germany	HH Lange Reihe (Straße)	1998-07-01	1999-08-02	Traffic		urban	unknown		10.011614	53.557739	6	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH060	DEHH060	DE	Germany	HH Lenhartzstraße (Straße)	2000-08-09	2001-11-01	Traffic		urban	unknown		9.981877	53.586407	6	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH002	DEHH002	DE	Germany	HH Lokstedt	1984-03-01	1999-04-01	Background		urban	unknown		9.961130	53.599239	11	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH009	DEHH009	DE	Germany	HH Lübecker Straße	1984-09-01	1999-03-31	Traffic		urban	unknown		10.028128	53.559143	14	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH048	DEHH048	DE	Germany	HH Max-Brauer-Allee (Straße)	1997-08-01	2002-02-08	Traffic		urban	unknown		9.942705	53.555492	25	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH018	DEHH018	DE	Germany	HH Moorburg	1984-07-01	1991-03-31	Background		suburban	unknown		9.908941	53.490028	0	HAMBURG				no
DEHH028	DEHH028	DE	Germany	HH Mühlenkamp (Straße)	1993-03-01	1994-03-31	Traffic		urban	unknown	Canyon street: L/H < 1.5	10.011611	53.581657	4	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH017	DEHH017	DE	Germany	HH Mümmelmannsberg	1985-01-01	1993-03-31	Background		urban	unknown		10.150903	53.522984	24	HAMBURG				no
DEHH029	DEHH029	DE	Germany	HH Neuer Kamp (Straße)	1993-06-01	1994-11-30	Traffic		urban	unknown	Wide street: L/H > 1.5	9.966219	53.557411	18	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH023	DEHH023	DE	Germany	HH Neuland	1985-01-01	1993-04-30	Background		suburban	unknown		10.025499	53.450443	10	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH063	DEHH063	DE	Germany	HH Neuwerk	2001-04-05	2001-12-03	Background	rural background	rural	remote		8.497442	53.917866	1	HAMBURG NEUWERK		2000000	Hamburg, Freie und Hansestadt	no
DEHH045	DEHH045	DE	Germany	HH Nordschleswiger Straße (Straße)	1997-03-21	1999-04-01	Traffic		urban	unknown		10.068086	53.581436	13	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH037	DEHH037	DE	Germany	HH Osterstraße (Straße)	1995-05-30	1996-07-01	Traffic		urban	unknown		9.953053	53.575939	16	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH005	DEHH005	DE	Germany	HH Rahlstedt	1985-01-01	1998-02-04	Background	suburban	suburban	unknown		10.143867	53.597626	24	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH027	DEHH027	DE	Germany	HH Siemersplatz (Straße)	1992-08-01	1994-01-31	Traffic		urban	unknown	Wide street: L/H > 1.5	9.964149	53.599213	13	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH056	DEHH056	DE	Germany	HH Sievekingsallee (Straße)	1999-05-31	2000-07-10	Traffic		urban	unknown		10.063850	53.560097	17	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH041	DEHH041	DE	Germany	HH Simon-von-Utrecht-Straße (Straße)	1996-05-21	1997-06-12	Traffic		urban	unknown		9.963358	53.551102	15	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH003	DEHH003	DE	Germany	HH Stadtpark	1984-09-01	1993-03-31	Background		urban	unknown		10.029066	53.597775	8	HAMBURG				no
DEHH051	DEHH051	DE	Germany	HH Steinstraße (Straße)	1998-12-17	2001-04-01	Traffic		urban	unknown		10.002103	53.549973	13	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH014	DEHH014	DE	Germany	HH Steinwerder	1984-07-01	1999-04-21	Background		urban	unknown		9.973052	53.526363	8	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH042	DEHH042	DE	Germany	HH Tarpenbekstraße (Straße)	1996-08-01	1998-11-02	Traffic		urban	unknown		9.984048	53.593929	8	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH040	DEHH040	DE	Germany	HH Theodor-Heuss-Platz (Straße)	1996-01-17	1998-04-02	Traffic		urban	unknown		9.989403	53.561359	9	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH032	DEHH032	DE	Germany	HH Vierlandenstraße (Straße)	1994-03-01	1995-03-07	Traffic		urban	unknown		10.210647	53.487167	4	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH013	DEHH013	DE	Germany	HH Waltershof	1984-05-01	1995-03-31	Industrial		suburban	unknown		9.900702	53.527824	6	HAMBURG				no
DEHH004	DEHH004	DE	Germany	HH Wandsbek-Gartenstadt	1984-09-01	1991-08-31	Background		suburban	unknown		10.081942	53.598202	12	HAMBURG				no
DEHH061	DEHH061	DE	Germany	HH Wandsbeker Chaussee (Straße)	2000-08-14	2001-11-01	Traffic		urban	unknown		10.035422	53.564777	7	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH035	DEHH035	DE	Germany	HH Winsener Straße (Straße)	1995-02-14	1999-04-12	Traffic		urban	unknown		9.989326	53.448055	12	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH011	DEHH011	DE	Germany	HH Öjendorf	1985-01-01	1993-03-31	Background		suburban	unknown		10.147425	53.561653	24	HAMBURG		2000000	Hamburg, Freie und Hansestadt	no
DEHH077	DEHH077	DE	Germany	HH_Haken-Sperrwerk	2007-01-01	2007-12-31	Industrial		urban	unknown		10.044561	53.529575	7			2000000	Hamburg, Freie und Hansestadt	no
DETH104	DETH104	DE	Germany	HMS Großer Eisenberg	1995-01-01		Background	rural	rural	unknown		10.791389	50.613611	920					no
DETH111	DETH111	DE	Germany	HMS Holzland	1999-01-01		Background	rural	rural	unknown		10.664167	50.793889	350					no
DETH114	DETH114	DE	Germany	HMS Possen	1996-01-01		Background	rural	rural	unknown		10.866667	51.336389	420					no
DESH045	DESH045	DE	Germany	Haale	2008-09-01		Background	rural	rural	unknown		9.564111	54.158126	14					no
DENW311	DENW311	DE	Germany	Haard	2005-01-01	2009-12-31	Background	rural	rural	unknown		7.290117	51.689433	75					no
DENW077	DENW077	DE	Germany	Hagen Emilienplatz	1997-02-24	2007-12-31	Traffic		urban	unknown	Wide street: L/H > 1.5	7.476075	51.360882	115	HAGEN		5914000	Hagen, Stadt	no
DENW255	DENW255	DE	Germany	Hagen Enneper Straße	2008-06-26		Traffic		urban	unknown		7.395866	51.339466	140			5914000	Hagen, Stadt	no
DENW133	DENW133	DE	Germany	Hagen Graf-von-Galen-Ring	2002-08-29		Traffic	urban	urban	unknown		7.463531	51.362827	106			5914000	Hagen, Stadt	no
DENW281	DENW281	DE	Germany	Hagen Märkischer Ring 85	2004-07-29		Traffic	urban	urban	unknown		7.477383	51.360374	120			5914000	Hagen, Stadt	no
DENW236	DENW236	DE	Germany	Hagen Märkischer Ring 91	2007-11-21	2011-03-31	Traffic		urban	unknown		7.477686	51.360178	114					no
DENW137	DENW137	DE	Germany	Hagen Wehringhauser Straße	2003-12-15		Traffic		urban	unknown		7.453886	51.354900	109			5914000	Hagen, Stadt	no
DENW285	DENW285	DE	Germany	Hagen-Hohenlimburg	2010-01-08	2010-12-31	Industrial	urban	urban	unknown		7.583347	51.347885	129					no
DESH037	DESH037	DE	Germany	Hahnheide	1985-01-01		Background	rural	rural	unknown		10.422273	53.628823	48					no
DEBY019	DEBY019	DE	Germany	Haidmühle/Dreisessel	1983-10-01	1986-11-30	Background	rural background	rural	remote		13.803550	48.780891	1332		92729444		Gdefr. Geb. (Lkr Freyung-Grafenau)	no
